id,name,price,barcode,stock_quantity,village,category,description
532,Services (Plumbing),27.0,100528,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
533,Food Items (Plumbing),28.0,100529,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
534,Household Goods (Plumbing),29.0,100530,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
535,Local Produce (Plumbing),30.0,100531,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
536,Handicrafts (Plumbing),31.0,100532,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
537,Services (Plumbing),32.0,100533,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
538,Food Items (Plumbing),33.0,100534,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
539,Household Goods (Plumbing),34.0,100535,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
540,Local Produce (Plumbing),35.0,100536,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
541,Handicrafts (Plumbing),36.0,100537,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
542,Services (Plumbing),37.0,100538,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
543,Food Items (Plumbing),38.0,100539,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
544,Household Goods (Plumbing),39.0,100540,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
545,Local Produce (Rabbits),20.0,100541,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
546,Handicrafts (Rabbits),21.0,100542,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
547,Services (Rabbits),22.0,100543,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
548,Food Items (Rabbits),23.0,100544,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
549,Household Goods (Rabbits),24.0,100545,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
550,Local Produce (Rabbits),25.0,100546,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
551,Handicrafts (Rabbits),26.0,100547,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
552,Services (Rabbits),27.0,100548,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
553,Food Items (Rabbits),28.0,100549,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
554,Household Goods (Rabbits),29.0,100550,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
555,Local Produce (Rabbits),30.0,100551,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
556,Handicrafts (Rabbits),31.0,100552,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
557,Services (Rabbits),32.0,100553,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
558,Food Items (Rabbits),33.0,100554,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
559,Household Goods (Rabbits),34.0,100555,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
560,Local Produce (Rabbits),35.0,100556,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
561,Handicrafts (Rabbits),36.0,100557,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
562,Services (Rabbits),37.0,100558,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
563,Food Items (Rabbits),38.0,100559,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
564,Household Goods (Rabbits),39.0,100560,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
565,Local Produce (Mats),20.0,100561,2,Mats,Agriculture,Available in Mats. Population: 1000
566,Handicrafts (Mats),21.0,100562,2,Mats,Agriculture,Available in Mats. Population: 1000
567,Services (Mats),22.0,100563,2,Mats,Agriculture,Available in Mats. Population: 1000
568,Food Items (Mats),23.0,100564,2,Mats,Agriculture,Available in Mats. Population: 1000
569,Household Goods (Mats),24.0,100565,2,Mats,Agriculture,Available in Mats. Population: 1000
570,Local Produce (Mats),25.0,100566,2,Mats,Agriculture,Available in Mats. Population: 1000
571,Handicrafts (Mats),26.0,100567,2,Mats,Agriculture,Available in Mats. Population: 1000
572,Services (Mats),27.0,100568,2,Mats,Agriculture,Available in Mats. Population: 1000
573,Food Items (Mats),28.0,100569,2,Mats,Agriculture,Available in Mats. Population: 1000
574,Household Goods (Mats),29.0,100570,2,Mats,Agriculture,Available in Mats. Population: 1000
575,Local Produce (Mats),30.0,100571,2,Mats,Agriculture,Available in Mats. Population: 1000
576,Handicrafts (Mats),31.0,100572,2,Mats,Agriculture,Available in Mats. Population: 1000
577,Services (Mats),32.0,100573,2,Mats,Agriculture,Available in Mats. Population: 1000
578,Food Items (Mats),33.0,100574,2,Mats,Agriculture,Available in Mats. Population: 1000
579,Household Goods (Mats),34.0,100575,2,Mats,Agriculture,Available in Mats. Population: 1000
580,Local Produce (Mats),35.0,100576,2,Mats,Agriculture,Available in Mats. Population: 1000
581,Handicrafts (Mats),36.0,100577,2,Mats,Agriculture,Available in Mats. Population: 1000
582,Services (Mats),37.0,100578,2,Mats,Agriculture,Available in Mats. Population: 1000
583,Food Items (Mats),38.0,100579,2,Mats,Agriculture,Available in Mats. Population: 1000
584,Household Goods (Mats),39.0,100580,2,Mats,Agriculture,Available in Mats. Population: 1000
585,Local Produce (Transport),20.0,100581,2,Transport,Agriculture,Available in Transport. Population: 1000
586,Handicrafts (Transport),21.0,100582,2,Transport,Agriculture,Available in Transport. Population: 1000
587,Services (Transport),22.0,100583,2,Transport,Agriculture,Available in Transport. Population: 1000
588,Food Items (Transport),23.0,100584,2,Transport,Agriculture,Available in Transport. Population: 1000
589,Household Goods (Transport),24.0,100585,2,Transport,Agriculture,Available in Transport. Population: 1000
590,Local Produce (Transport),25.0,100586,2,Transport,Agriculture,Available in Transport. Population: 1000
591,Handicrafts (Transport),26.0,100587,2,Transport,Agriculture,Available in Transport. Population: 1000
592,Services (Transport),27.0,100588,2,Transport,Agriculture,Available in Transport. Population: 1000
593,Food Items (Transport),28.0,100589,2,Transport,Agriculture,Available in Transport. Population: 1000
594,Household Goods (Transport),29.0,100590,2,Transport,Agriculture,Available in Transport. Population: 1000
595,Local Produce (Transport),30.0,100591,2,Transport,Agriculture,Available in Transport. Population: 1000
596,Handicrafts (Transport),31.0,100592,2,Transport,Agriculture,Available in Transport. Population: 1000
597,Services (Transport),32.0,100593,2,Transport,Agriculture,Available in Transport. Population: 1000
598,Food Items (Transport),33.0,100594,2,Transport,Agriculture,Available in Transport. Population: 1000
599,Household Goods (Transport),34.0,100595,2,Transport,Agriculture,Available in Transport. Population: 1000
600,Local Produce (Transport),35.0,100596,2,Transport,Agriculture,Available in Transport. Population: 1000
601,Handicrafts (Transport),36.0,100597,2,Transport,Agriculture,Available in Transport. Population: 1000
602,Services (Transport),37.0,100598,2,Transport,Agriculture,Available in Transport. Population: 1000
603,Food Items (Transport),38.0,100599,2,Transport,Agriculture,Available in Transport. Population: 1000
604,Household Goods (Transport),39.0,100600,2,Transport,Agriculture,Available in Transport. Population: 1000
605,Local Produce (Spinach),20.0,100601,2,Spinach,Agriculture,Available in Spinach. Population: 1000
606,Handicrafts (Spinach),21.0,100602,2,Spinach,Agriculture,Available in Spinach. Population: 1000
607,Services (Spinach),22.0,100603,2,Spinach,Agriculture,Available in Spinach. Population: 1000
608,Food Items (Spinach),23.0,100604,2,Spinach,Agriculture,Available in Spinach. Population: 1000
609,Household Goods (Spinach),24.0,100605,2,Spinach,Agriculture,Available in Spinach. Population: 1000
610,Local Produce (Spinach),25.0,100606,2,Spinach,Agriculture,Available in Spinach. Population: 1000
611,Handicrafts (Spinach),26.0,100607,2,Spinach,Agriculture,Available in Spinach. Population: 1000
612,Services (Spinach),27.0,100608,2,Spinach,Agriculture,Available in Spinach. Population: 1000
613,Food Items (Spinach),28.0,100609,2,Spinach,Agriculture,Available in Spinach. Population: 1000
614,Household Goods (Spinach),29.0,100610,2,Spinach,Agriculture,Available in Spinach. Population: 1000
615,Local Produce (Spinach),30.0,100611,2,Spinach,Agriculture,Available in Spinach. Population: 1000
616,Handicrafts (Spinach),31.0,100612,2,Spinach,Agriculture,Available in Spinach. Population: 1000
617,Services (Spinach),32.0,100613,2,Spinach,Agriculture,Available in Spinach. Population: 1000
618,Food Items (Spinach),33.0,100614,2,Spinach,Agriculture,Available in Spinach. Population: 1000
619,Household Goods (Spinach),34.0,100615,2,Spinach,Agriculture,Available in Spinach. Population: 1000
620,Local Produce (Spinach),35.0,100616,2,Spinach,Agriculture,Available in Spinach. Population: 1000
621,Handicrafts (Spinach),36.0,100617,2,Spinach,Agriculture,Available in Spinach. Population: 1000
622,Services (Spinach),37.0,100618,2,Spinach,Agriculture,Available in Spinach. Population: 1000
623,Food Items (Spinach),38.0,100619,2,Spinach,Agriculture,Available in Spinach. Population: 1000
624,Household Goods (Spinach),39.0,100620,2,Spinach,Agriculture,Available in Spinach. Population: 1000
625,Local Produce (Bread),20.0,100621,2,Bread,Agriculture,Available in Bread. Population: 1000
626,Handicrafts (Bread),21.0,100622,2,Bread,Agriculture,Available in Bread. Population: 1000
627,Services (Bread),22.0,100623,2,Bread,Agriculture,Available in Bread. Population: 1000
628,Food Items (Bread),23.0,100624,2,Bread,Agriculture,Available in Bread. Population: 1000
629,Household Goods (Bread),24.0,100625,2,Bread,Agriculture,Available in Bread. Population: 1000
630,Local Produce (Bread),25.0,100626,2,Bread,Agriculture,Available in Bread. Population: 1000
631,Handicrafts (Bread),26.0,100627,2,Bread,Agriculture,Available in Bread. Population: 1000
632,Services (Bread),27.0,100628,2,Bread,Agriculture,Available in Bread. Population: 1000
633,Food Items (Bread),28.0,100629,2,Bread,Agriculture,Available in Bread. Population: 1000
634,Household Goods (Bread),29.0,100630,2,Bread,Agriculture,Available in Bread. Population: 1000
635,Local Produce (Bread),30.0,100631,2,Bread,Agriculture,Available in Bread. Population: 1000
636,Handicrafts (Bread),31.0,100632,2,Bread,Agriculture,Available in Bread. Population: 1000
637,Services (Bread),32.0,100633,2,Bread,Agriculture,Available in Bread. Population: 1000
638,Food Items (Bread),33.0,100634,2,Bread,Agriculture,Available in Bread. Population: 1000
639,Household Goods (Bread),34.0,100635,2,Bread,Agriculture,Available in Bread. Population: 1000
640,Local Produce (Bread),35.0,100636,2,Bread,Agriculture,Available in Bread. Population: 1000
641,Handicrafts (Bread),36.0,100637,2,Bread,Agriculture,Available in Bread. Population: 1000
642,Services (Bread),37.0,100638,2,Bread,Agriculture,Available in Bread. Population: 1000
643,Food Items (Bread),38.0,100639,2,Bread,Agriculture,Available in Bread. Population: 1000
644,Household Goods (Bread),39.0,100640,2,Bread,Agriculture,Available in Bread. Population: 1000
645,Local Produce (Pumpkin),20.0,100641,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
646,Handicrafts (Pumpkin),21.0,100642,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
647,Services (Pumpkin),22.0,100643,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
648,Food Items (Pumpkin),23.0,100644,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
649,Household Goods (Pumpkin),24.0,100645,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
650,Local Produce (Pumpkin),25.0,100646,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
651,Handicrafts (Pumpkin),26.0,100647,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
652,Services (Pumpkin),27.0,100648,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
653,Food Items (Pumpkin),28.0,100649,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
654,Household Goods (Pumpkin),29.0,100650,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
655,Local Produce (Pumpkin),30.0,100651,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
656,Handicrafts (Pumpkin),31.0,100652,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
657,Services (Pumpkin),32.0,100653,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
658,Food Items (Pumpkin),33.0,100654,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
659,Household Goods (Pumpkin),34.0,100655,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
660,Local Produce (Pumpkin),35.0,100656,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
661,Handicrafts (Pumpkin),36.0,100657,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
662,Services (Pumpkin),37.0,100658,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
663,Food Items (Pumpkin),38.0,100659,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
664,Household Goods (Pumpkin),39.0,100660,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
665,Local Produce (Goats),20.0,100661,2,Goats,Agriculture,Available in Goats. Population: 1000
666,Handicrafts (Goats),21.0,100662,2,Goats,Agriculture,Available in Goats. Population: 1000
667,Services (Goats),22.0,100663,2,Goats,Agriculture,Available in Goats. Population: 1000
668,Food Items (Goats),23.0,100664,2,Goats,Agriculture,Available in Goats. Population: 1000
669,Household Goods (Goats),24.0,100665,2,Goats,Agriculture,Available in Goats. Population: 1000
670,Local Produce (Goats),25.0,100666,2,Goats,Agriculture,Available in Goats. Population: 1000
671,Handicrafts (Goats),26.0,100667,2,Goats,Agriculture,Available in Goats. Population: 1000
672,Services (Goats),27.0,100668,2,Goats,Agriculture,Available in Goats. Population: 1000
673,Food Items (Goats),28.0,100669,2,Goats,Agriculture,Available in Goats. Population: 1000
674,Household Goods (Goats),29.0,100670,2,Goats,Agriculture,Available in Goats. Population: 1000
675,Local Produce (Goats),30.0,100671,2,Goats,Agriculture,Available in Goats. Population: 1000
676,Handicrafts (Goats),31.0,100672,2,Goats,Agriculture,Available in Goats. Population: 1000
677,Services (Goats),32.0,100673,2,Goats,Agriculture,Available in Goats. Population: 1000
678,Food Items (Goats),33.0,100674,2,Goats,Agriculture,Available in Goats. Population: 1000
679,Household Goods (Goats),34.0,100675,2,Goats,Agriculture,Available in Goats. Population: 1000
680,Local Produce (Goats),35.0,100676,2,Goats,Agriculture,Available in Goats. Population: 1000
681,Handicrafts (Goats),36.0,100677,2,Goats,Agriculture,Available in Goats. Population: 1000
682,Services (Goats),37.0,100678,2,Goats,Agriculture,Available in Goats. Population: 1000
683,Food Items (Goats),38.0,100679,2,Goats,Agriculture,Available in Goats. Population: 1000
684,Household Goods (Goats),39.0,100680,2,Goats,Agriculture,Available in Goats. Population: 1000
685,Local Produce (Rabbits),20.0,100681,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
686,Handicrafts (Rabbits),21.0,100682,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
687,Services (Rabbits),22.0,100683,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
688,Food Items (Rabbits),23.0,100684,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
689,Household Goods (Rabbits),24.0,100685,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
690,Local Produce (Rabbits),25.0,100686,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
691,Handicrafts (Rabbits),26.0,100687,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
692,Services (Rabbits),27.0,100688,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
693,Food Items (Rabbits),28.0,100689,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
694,Household Goods (Rabbits),29.0,100690,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
695,Local Produce (Rabbits),30.0,100691,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
696,Handicrafts (Rabbits),31.0,100692,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
697,Services (Rabbits),32.0,100693,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
698,Food Items (Rabbits),33.0,100694,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
699,Household Goods (Rabbits),34.0,100695,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
700,Local Produce (Rabbits),35.0,100696,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
701,Handicrafts (Rabbits),36.0,100697,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
702,Services (Rabbits),37.0,100698,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
703,Food Items (Rabbits),38.0,100699,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
704,Household Goods (Rabbits),39.0,100700,2,Rabbits,Agriculture,Available in Rabbits. Population: 1000
705,Local Produce (Wood_Carvings),20.0,100701,2,Wood_Carvings,Agriculture,Available in Wood_Carvings. Population: 1000
706,Handicrafts (Wood_Carvings),21.0,100702,2,Wood_Carvings,Agriculture,Available in Wood_Carvings. Population: 1000
707,Services (Wood_Carvings),22.0,100703,2,Wood_Carvings,Agriculture,Available in Wood_Carvings. Population: 1000
708,Food Items (Wood_Carvings),23.0,100704,2,Wood_Carvings,Agriculture,Available in Wood_Carvings. Population: 1000
709,Household Goods (Wood_Carvings),24.0,100705,2,Wood_Carvings,Agriculture,Available in Wood_Carvings. Population: 1000
710,Local Produce (Wood_Carvings),25.0,100706,2,Wood_Carvings,Agriculture,Available in Wood_Carvings. Population: 1000
711,Handicrafts (Wood_Carvings),26.0,100707,2,Wood_Carvings,Agriculture,Available in Wood_Carvings. Population: 1000
712,Services (Wood_Carvings),27.0,100708,2,Wood_Carvings,Agriculture,Available in Wood_Carvings. Population: 1000
713,Food Items (Wood_Carvings),28.0,100709,2,Wood_Carvings,Agriculture,Available in Wood_Carvings. Population: 1000
714,Household Goods (Wood_Carvings),29.0,100710,2,Wood_Carvings,Agriculture,Available in Wood_Carvings. Population: 1000
715,Local Produce (Wood_Carvings),30.0,100711,2,Wood_Carvings,Agriculture,Available in Wood_Carvings. Population: 1000
716,Handicrafts (Wood_Carvings),31.0,100712,2,Wood_Carvings,Agriculture,Available in Wood_Carvings. Population: 1000
717,Services (Wood_Carvings),32.0,100713,2,Wood_Carvings,Agriculture,Available in Wood_Carvings. Population: 1000
718,Food Items (Wood_Carvings),33.0,100714,2,Wood_Carvings,Agriculture,Available in Wood_Carvings. Population: 1000
719,Household Goods (Wood_Carvings),34.0,100715,2,Wood_Carvings,Agriculture,Available in Wood_Carvings. Population: 1000
720,Local Produce (Wood_Carvings),35.0,100716,2,Wood_Carvings,Agriculture,Available in Wood_Carvings. Population: 1000
721,Handicrafts (Wood_Carvings),36.0,100717,2,Wood_Carvings,Agriculture,Available in Wood_Carvings. Population: 1000
722,Services (Wood_Carvings),37.0,100718,2,Wood_Carvings,Agriculture,Available in Wood_Carvings. Population: 1000
723,Food Items (Wood_Carvings),38.0,100719,2,Wood_Carvings,Agriculture,Available in Wood_Carvings. Population: 1000
724,Household Goods (Wood_Carvings),39.0,100720,2,Wood_Carvings,Agriculture,Available in Wood_Carvings. Population: 1000
725,Local Produce (Mats),20.0,100721,2,Mats,Agriculture,Available in Mats. Population: 1000
726,Handicrafts (Mats),21.0,100722,2,Mats,Agriculture,Available in Mats. Population: 1000
727,Services (Mats),22.0,100723,2,Mats,Agriculture,Available in Mats. Population: 1000
728,Food Items (Mats),23.0,100724,2,Mats,Agriculture,Available in Mats. Population: 1000
729,Household Goods (Mats),24.0,100725,2,Mats,Agriculture,Available in Mats. Population: 1000
730,Local Produce (Mats),25.0,100726,2,Mats,Agriculture,Available in Mats. Population: 1000
731,Handicrafts (Mats),26.0,100727,2,Mats,Agriculture,Available in Mats. Population: 1000
732,Services (Mats),27.0,100728,2,Mats,Agriculture,Available in Mats. Population: 1000
733,Food Items (Mats),28.0,100729,2,Mats,Agriculture,Available in Mats. Population: 1000
734,Household Goods (Mats),29.0,100730,2,Mats,Agriculture,Available in Mats. Population: 1000
735,Local Produce (Mats),30.0,100731,2,Mats,Agriculture,Available in Mats. Population: 1000
736,Handicrafts (Mats),31.0,100732,2,Mats,Agriculture,Available in Mats. Population: 1000
737,Services (Mats),32.0,100733,2,Mats,Agriculture,Available in Mats. Population: 1000
738,Food Items (Mats),33.0,100734,2,Mats,Agriculture,Available in Mats. Population: 1000
739,Household Goods (Mats),34.0,100735,2,Mats,Agriculture,Available in Mats. Population: 1000
740,Local Produce (Mats),35.0,100736,2,Mats,Agriculture,Available in Mats. Population: 1000
741,Handicrafts (Mats),36.0,100737,2,Mats,Agriculture,Available in Mats. Population: 1000
742,Services (Mats),37.0,100738,2,Mats,Agriculture,Available in Mats. Population: 1000
743,Food Items (Mats),38.0,100739,2,Mats,Agriculture,Available in Mats. Population: 1000
744,Household Goods (Mats),39.0,100740,2,Mats,Agriculture,Available in Mats. Population: 1000
745,Local Produce (Traditional_Meals),20.0,100741,2,Traditional_Meals,Agriculture,Available in Traditional_Meals. Population: 1000
746,Handicrafts (Traditional_Meals),21.0,100742,2,Traditional_Meals,Agriculture,Available in Traditional_Meals. Population: 1000
747,Services (Traditional_Meals),22.0,100743,2,Traditional_Meals,Agriculture,Available in Traditional_Meals. Population: 1000
748,Food Items (Traditional_Meals),23.0,100744,2,Traditional_Meals,Agriculture,Available in Traditional_Meals. Population: 1000
749,Household Goods (Traditional_Meals),24.0,100745,2,Traditional_Meals,Agriculture,Available in Traditional_Meals. Population: 1000
750,Local Produce (Traditional_Meals),25.0,100746,2,Traditional_Meals,Agriculture,Available in Traditional_Meals. Population: 1000
751,Handicrafts (Traditional_Meals),26.0,100747,2,Traditional_Meals,Agriculture,Available in Traditional_Meals. Population: 1000
752,Services (Traditional_Meals),27.0,100748,2,Traditional_Meals,Agriculture,Available in Traditional_Meals. Population: 1000
753,Food Items (Traditional_Meals),28.0,100749,2,Traditional_Meals,Agriculture,Available in Traditional_Meals. Population: 1000
754,Household Goods (Traditional_Meals),29.0,100750,2,Traditional_Meals,Agriculture,Available in Traditional_Meals. Population: 1000
755,Local Produce (Traditional_Meals),30.0,100751,2,Traditional_Meals,Agriculture,Available in Traditional_Meals. Population: 1000
756,Handicrafts (Traditional_Meals),31.0,100752,2,Traditional_Meals,Agriculture,Available in Traditional_Meals. Population: 1000
757,Services (Traditional_Meals),32.0,100753,2,Traditional_Meals,Agriculture,Available in Traditional_Meals. Population: 1000
758,Food Items (Traditional_Meals),33.0,100754,2,Traditional_Meals,Agriculture,Available in Traditional_Meals. Population: 1000
759,Household Goods (Traditional_Meals),34.0,100755,2,Traditional_Meals,Agriculture,Available in Traditional_Meals. Population: 1000
760,Local Produce (Traditional_Meals),35.0,100756,2,Traditional_Meals,Agriculture,Available in Traditional_Meals. Population: 1000
761,Handicrafts (Traditional_Meals),36.0,100757,2,Traditional_Meals,Agriculture,Available in Traditional_Meals. Population: 1000
762,Services (Traditional_Meals),37.0,100758,2,Traditional_Meals,Agriculture,Available in Traditional_Meals. Population: 1000
763,Food Items (Traditional_Meals),38.0,100759,2,Traditional_Meals,Agriculture,Available in Traditional_Meals. Population: 1000
764,Household Goods (Traditional_Meals),39.0,100760,2,Traditional_Meals,Agriculture,Available in Traditional_Meals. Population: 1000
765,Local Produce (Plumbing),20.0,100761,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
766,Handicrafts (Plumbing),21.0,100762,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
767,Services (Plumbing),22.0,100763,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
768,Food Items (Plumbing),23.0,100764,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
769,Household Goods (Plumbing),24.0,100765,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
770,Local Produce (Plumbing),25.0,100766,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
771,Handicrafts (Plumbing),26.0,100767,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
772,Services (Plumbing),27.0,100768,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
773,Food Items (Plumbing),28.0,100769,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
774,Household Goods (Plumbing),29.0,100770,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
775,Local Produce (Plumbing),30.0,100771,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
776,Handicrafts (Plumbing),31.0,100772,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
777,Services (Plumbing),32.0,100773,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
778,Food Items (Plumbing),33.0,100774,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
779,Household Goods (Plumbing),34.0,100775,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
780,Local Produce (Plumbing),35.0,100776,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
781,Handicrafts (Plumbing),36.0,100777,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
782,Services (Plumbing),37.0,100778,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
783,Food Items (Plumbing),38.0,100779,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
784,Household Goods (Plumbing),39.0,100780,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
785,Local Produce (Plumbing),20.0,100781,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
786,Handicrafts (Plumbing),21.0,100782,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
787,Services (Plumbing),22.0,100783,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
788,Food Items (Plumbing),23.0,100784,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
789,Household Goods (Plumbing),24.0,100785,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
790,Local Produce (Plumbing),25.0,100786,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
791,Handicrafts (Plumbing),26.0,100787,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
792,Services (Plumbing),27.0,100788,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
793,Food Items (Plumbing),28.0,100789,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
794,Household Goods (Plumbing),29.0,100790,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
795,Local Produce (Plumbing),30.0,100791,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
796,Handicrafts (Plumbing),31.0,100792,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
797,Services (Plumbing),32.0,100793,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
798,Food Items (Plumbing),33.0,100794,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
799,Household Goods (Plumbing),34.0,100795,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
800,Local Produce (Plumbing),35.0,100796,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
801,Handicrafts (Plumbing),36.0,100797,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
802,Services (Plumbing),37.0,100798,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
803,Food Items (Plumbing),38.0,100799,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
804,Household Goods (Plumbing),39.0,100800,2,Plumbing,Agriculture,Available in Plumbing. Population: 1000
805,Local Produce (Repairs),20.0,100801,2,Repairs,Agriculture,Available in Repairs. Population: 1000
806,Handicrafts (Repairs),21.0,100802,2,Repairs,Agriculture,Available in Repairs. Population: 1000
807,Services (Repairs),22.0,100803,2,Repairs,Agriculture,Available in Repairs. Population: 1000
808,Food Items (Repairs),23.0,100804,2,Repairs,Agriculture,Available in Repairs. Population: 1000
809,Household Goods (Repairs),24.0,100805,2,Repairs,Agriculture,Available in Repairs. Population: 1000
810,Local Produce (Repairs),25.0,100806,2,Repairs,Agriculture,Available in Repairs. Population: 1000
811,Handicrafts (Repairs),26.0,100807,2,Repairs,Agriculture,Available in Repairs. Population: 1000
812,Services (Repairs),27.0,100808,2,Repairs,Agriculture,Available in Repairs. Population: 1000
813,Food Items (Repairs),28.0,100809,2,Repairs,Agriculture,Available in Repairs. Population: 1000
